bit, value, max detected freq, mag
148,1,76000.0,2857.268668104721
149,0,57000.00000000001,7915.359997422309
150,0,52200.0,5285.69160787624
151,1,76200.0,3380.945727969043
152,0,57000.00000000001,10219.613585985424
153,0,57200.0,5628.928802364062
154,1,76000.0,3408.512741833164
155,0,57000.00000000001,7446.23564675271
156,1,76200.0,3845.069745287017
157,0,52200.0,9664.684629055264
158,0,57000.00000000001,8287.79536511693
159,1,76200.0,3516.110110473435
160,0,52000.00000000001,11008.633853863714
161,0,57200.0,7965.889421159497
162,1,76000.0,4053.5689496648392
163,0,57000.00000000001,8821.634606970685
164,1,76000.0,4664.212753271839
165,0,57000.00000000001,10647.732620267183
166,0,57200.0,8557.275977439287
167,1,76000.0,6045.336363265007
168,0,57000.00000000001,9873.227375849847
169,0,57000.00000000001,9438.633511264161
170,1,76000.0,6018.607480122407
171,0,57000.00000000001,9831.59744464213
172,1,76000.0,5214.543680704021
173,0,57000.00000000001,11095.785673808878
174,0,57200.0,10610.02351993202
175,1,76000.0,6148.170085038516
176,0,57200.0,8176.3788236336795
177,0,57000.00000000001,10689.065577739902
178,1,76000.0,5134.3031334377665
179,0,57000.00000000001,8583.830710789074
180,1,76000.0,5670.87131746134
181,0,57200.0,8480.804975655316
182,0,57000.00000000001,9399.652907394975
183,1,76000.0,5353.781924926558
184,0,57000.00000000001,10200.071389712886
185,0,57000.00000000001,10227.554089517964
186,1,76000.0,5290.065360961222
187,0,52200.0,10651.505041883995
188,1,76000.0,4920.647122121556
189,0,51800.00000000001,9888.358609352024
190,0,57000.00000000001,12439.570739450737
191,1,76000.0,6376.168114755484
192,0,57200.0,9739.220187797346
193,0,57200.0,10695.831287637304
194,1,76000.0,4995.47020194877
195,0,57000.00000000001,10569.236444839917
196,1,76000.0,6894.403729396579
197,0,51800.00000000001,10707.718474437741
198,0,57000.00000000001,7839.024514425182
199,1,76000.0,5165.119875326908
200,0,57000.00000000001,9104.134770309047
201,0,52000.00000000001,10134.093773932662
202,1,76000.0,5896.369442792945
203,0,57000.00000000001,9132.150942568
204,1,76000.0,6149.242323778208
205,0,57000.00000000001,9672.582635169518
206,0,57200.0,10315.183246057575
207,1,76000.0,5473.944705181482
208,0,57000.00000000001,10422.202707336573
209,0,52200.0,11213.387630111523
210,1,76000.0,3786.317310009044
