bit, value, max detected freq, mag
121,1,77200.0,40146.576606590126
122,0,57200.0,12248.29452632436
123,1,77200.0,40687.04035107454
124,1,77200.0,52230.349312452745
125,0,57200.0,13649.552365844384
126,1,77200.0,42667.01227184889
127,1,77200.0,54122.452140215464
128,0,57200.0,14169.949601709648
129,1,77200.0,40659.186497604
130,0,57200.0,13768.196699060121
131,1,77200.0,40314.72091696398
132,1,77200.0,52256.83755669907
133,0,57200.0,13361.095606689687
134,1,77200.0,38564.86810545398
135,1,77200.0,50287.482060681155
136,0,57200.0,12727.207738561223
137,1,77200.0,37501.345422452425
138,0,57200.0,11896.557649428098
139,1,77200.0,38125.716975012154
140,1,77200.0,50297.35383498513
141,0,57200.0,12526.987353676624
142,1,77200.0,40410.58883503552
143,1,77200.0,52565.89636849529
144,0,57200.0,11665.618761494281
145,1,77200.0,41167.31717555878
146,0,57200.0,12776.651391690844
147,1,77200.0,42141.716558593456
148,1,77200.0,53738.15872412739
149,0,57200.0,13007.146803121741
150,1,77200.0,42625.31499608445
151,1,77200.0,52796.36693825721
152,0,57200.0,13592.846404387627
153,1,77200.0,39441.51368562168
154,0,57200.0,13904.93692035079
155,1,77200.0,38616.15146317169
156,1,77200.0,50027.438474092516
157,0,57200.0,13696.23197335783
158,1,77200.0,37597.69118188465
159,1,77200.0,52697.516950828576
160,0,57200.0,13335.996994099329
161,1,77200.0,40191.188926418734
162,0,57200.0,13099.395311987828
163,1,77200.0,40964.65861271344
164,1,77200.0,53734.104924655476
165,0,57200.0,12769.463802024255
166,1,77200.0,40730.037969907164
167,1,77200.0,51807.88092132731
168,0,57200.0,12719.944989517573
169,1,77200.0,40532.13782503959
170,0,57200.0,12473.516277127186
171,1,77200.0,40355.618655170896
172,1,77200.0,51668.524901580495
173,0,57200.0,11860.478936017476
174,1,77200.0,39591.180750356885
175,1,77200.0,52684.05806527505
176,0,57200.0,12936.997233317059
177,1,77200.0,43403.20413785777
178,0,57200.0,12693.897099403055
179,1,77200.0,42817.3197901495
180,1,77200.0,54081.71271178161
181,0,57200.0,14425.583012475343
182,1,77200.0,39569.11308547959
183,1,77200.0,50716.33809116488
184,0,57200.0,13816.267080139178
185,1,77200.0,38489.88293679522
186,0,57200.0,13925.224552446853
187,1,77200.0,37700.61435465803
188,1,77200.0,49890.299269770934
189,0,57200.0,12635.256436868882
190,1,77200.0,38227.956369046646
191,1,77200.0,52680.88907437571
192,0,57200.0,12046.541783101544
193,1,77200.0,41209.98852528057
194,0,57200.0,12833.769177264441
195,1,77200.0,41007.77661651911
196,1,77200.0,54298.54190630455
197,0,57200.0,11796.151577628323
198,1,77200.0,42796.493861359806
199,1,77200.0,54143.015107362815
200,0,57200.0,12026.117660405578
201,1,77200.0,42162.71847737458
202,0,57200.0,12547.148226197516
203,1,77200.0,41943.683958597765
204,1,77200.0,50237.83908200505
205,0,57200.0,12778.744292928732
206,1,77200.0,39840.222755439994
207,1,77200.0,50926.93635920624
208,0,57200.0,13832.911911162977
209,1,77200.0,40067.834873127154
210,0,57200.0,13667.255407126066
211,1,77200.0,40123.414967851975
212,1,77200.0,53668.54115342685
213,0,57200.0,13782.09169933816
214,1,77200.0,41098.376059184164
215,1,77200.0,53737.96435552806
216,0,57200.0,12886.609070071456
217,1,77200.0,40904.333535206344
218,0,57200.0,12375.072491954379
219,1,77200.0,41833.16598461528
220,1,77200.0,52495.011908274566
221,0,57200.0,13054.774144758478
222,1,77200.0,41424.803329413946
223,1,77200.0,51577.40076204076
224,0,57200.0,12448.17724225945
225,1,77200.0,40430.73842283476
226,0,57200.0,11946.163969432375
227,1,77200.0,40307.421732999275
228,1,77200.0,51170.395991832454
229,0,57200.0,12760.163450908878
230,1,77200.0,41784.54537692459
231,1,77200.0,53837.32183926822
232,0,57200.0,12665.111415800875
233,1,77200.0,42476.238931351494
234,0,57200.0,13278.117509966612
235,1,77200.0,41307.35491049108
236,1,77200.0,53556.665755862836
237,0,57200.0,13895.967539129626
238,1,77200.0,40201.26322556754
239,1,77200.0,52557.53654420882
240,0,57200.0,14076.35262600638
241,1,77200.0,40357.52588091687
242,0,57200.0,13988.28656884583
243,1,77200.0,38934.77520136899
244,1,77200.0,50635.61277842236
245,0,57200.0,12839.905072790996
246,1,77200.0,38363.942221083285
247,1,77200.0,51789.42130849844
248,0,57200.0,11991.664282758886
249,1,77200.0,41985.72578430715
250,0,57200.0,12114.884329236853
251,1,77200.0,42018.49063528882
252,1,77200.0,54029.00897025244
253,0,57200.0,12010.008344935504
254,1,77200.0,42426.87247714019
255,1,77200.0,52821.50756963172
256,0,57200.0,12500.902143503667
Recorded Data
1011011010110110101101101011011010110110101101101011011010110110101101101011011010110110101101101011011010110110101101101011011010110110101101101011011010110110101101101011011010110110101101101011011010110110101101101011011010110110101101101011011010110110
