bit, value, max detected freq, mag
1,1,76827.74273127753,1752.951390147277
2,1,76827.74273127753,1604.3791153892116
3,0,57620.807048458155,3125.6677939711662
4,0,57620.807048458155,2916.560428870838
5,0,57620.807048458155,2788.7473443637336
6,1,76827.74273127753,1673.9125388499385
7,1,76827.74273127753,1525.265581254744
8,0,57620.807048458155,2659.6649868153454
9,1,76827.74273127753,1630.5880499857244
10,1,76827.74273127753,1278.472724673401
11,0,57620.807048458155,2971.0789286592226
12,0,52819.073127753305,3378.1497855869848
13,0,57620.807048458155,2999.3103333070712
14,1,76827.74273127753,1470.1064636109747
15,1,76827.74273127753,1674.0342222255847
16,0,57620.807048458155,2602.5676650156424
17,1,76827.74273127753,1527.8009352228312
18,1,76827.74273127753,1510.6303140822863
19,0,57620.807048458155,2992.6642191368037
20,0,57620.807048458155,3242.2328297682407
21,0,57620.807048458155,3251.3485112655603
22,1,76827.74273127753,1692.4657828686554
23,1,76827.74273127753,1365.445584504042
24,0,52819.073127753305,3401.4559226167767
25,1,76827.74273127753,1645.2807432393415
26,1,76827.74273127753,1142.4032569247613
27,0,57620.807048458155,3127.9608191556126
28,0,57620.807048458155,2712.7225850393293
29,0,57620.807048458155,3353.9600215082082
30,1,76827.74273127753,1358.6417032069362
31,1,76827.74273127753,1481.320978093912
32,0,57620.807048458155,2863.6169552992815
33,1,76827.74273127753,1601.7989334492959
34,1,76827.74273127753,1537.1571022755722
35,0,57620.807048458155,3192.7528177654704
36,0,57620.807048458155,2933.700859057058
37,0,57620.807048458155,3094.4822535912144
38,1,76827.74273127753,1456.2053374225866
39,1,76827.74273127753,1537.6925386228486
40,0,52418.92863436123,3220.512473019372
41,1,76827.74273127753,1584.2010189340565
42,1,76827.74273127753,1327.5906471791454
43,0,57620.807048458155,3304.9014412744145
44,0,57620.807048458155,2523.6916349718185
45,0,57620.807048458155,3217.938862183779
46,1,76827.74273127753,1572.651619816091
47,1,76827.74273127753,1462.6129707245962
48,0,57620.807048458155,2860.71191908525
49,1,76827.74273127753,1872.376499536803
50,1,76827.74273127753,1398.7814868679825
51,0,57620.807048458155,3232.9104677686955
52,0,57620.807048458155,3338.8464223948845
53,0,57620.807048458155,3182.6091692112095
54,1,76827.74273127753,1200.0916984512917
55,1,76827.74273127753,1444.3385746668118
56,0,57620.807048458155,3193.12031297486
57,1,76827.74273127753,1333.221834772686
58,1,76827.74273127753,1696.5645435406093
59,0,57620.807048458155,3194.039284774116
60,0,57620.807048458155,3342.1111504866008
61,0,57620.807048458155,3253.650731507354
62,1,76827.74273127753,1384.141424152419
63,1,76827.74273127753,1728.3889945563021
64,0,57620.807048458155,3215.747957640236
65,1,76827.74273127753,1495.647279263867
66,1,76827.74273127753,1678.8956924705785
67,0,57620.807048458155,3232.8566712666607
68,0,57620.807048458155,3054.766756954029
69,0,57620.807048458155,2760.9455735288884
70,1,76827.74273127753,1492.9277317536778
71,1,76827.74273127753,1671.743152922293
72,0,57620.807048458155,3059.83050178086
73,1,76827.74273127753,1346.5426476858065
74,1,76827.74273127753,1482.0100695462902
75,0,57620.807048458155,2842.1309949294564
76,0,57620.807048458155,2940.5052238116014
77,0,57620.807048458155,2979.278879073321
78,1,76827.74273127753,1787.0285491723866
79,1,76827.74273127753,1618.1295667831394
80,0,57620.807048458155,2964.954311175924
81,1,76827.74273127753,1775.4638844248143
82,1,76827.74273127753,1485.3294695833833
83,0,57620.807048458155,3131.9895693720923
84,0,57620.807048458155,3209.5209643218423
85,0,57620.807048458155,3008.0563882136457
86,1,76827.74273127753,1263.1646749955764
87,1,76827.74273127753,1500.4966130918524
88,0,57620.807048458155,3019.2469253582703
89,1,76827.74273127753,1201.319528813504
90,1,76827.74273127753,1787.7159442900438
91,0,57620.807048458155,3557.8617782207557
92,0,57620.807048458155,3229.500919308449
93,0,57620.807048458155,2692.8769416764767
94,1,76827.74273127753,1725.1866578544345
95,1,76827.74273127753,1762.1923501201754
96,0,57620.807048458155,3173.6967504984204
97,1,76827.74273127753,1830.2829922339747
98,1,76827.74273127753,1481.3123101212373
99,0,57620.807048458155,3119.7342784052735
100,0,57620.807048458155,3264.673962648024
101,0,57620.807048458155,3057.3590531726113
102,1,76827.74273127753,1467.1707105092398
