bit, value, max detected freq, mag
113,0,57200.0,6674.060057845276
114,0,57000.00000000001,7759.20312241009
115,0,52000.00000000001,8321.78086779767
116,0,51600.0,4064.196232379849
117,1,76000.0,3987.437073969265
118,1,76000.0,5220.998870820938
119,1,76000.0,5756.671066394996
120,1,76000.0,2175.712621899437
121,0,57200.0,7482.286326135492
122,0,52000.00000000001,10670.322076996701
123,0,51600.0,7916.071419989294
124,0,51800.00000000001,4268.415148916749
125,1,76000.0,4261.326412532382
126,1,76000.0,6200.143950207073
127,1,76000.0,4689.173470231721
128,1,76000.0,3415.3322111765797
129,0,57000.00000000001,7111.582644725801
130,0,51600.0,10676.338396764466
131,0,51800.00000000001,8312.861165863187
132,0,57000.00000000001,6326.342093541676
133,1,76200.0,4495.128333626712
134,1,76000.0,5422.819546566783
135,1,76000.0,4749.188101598688
136,1,76000.0,3292.8967848546185
137,0,52000.00000000001,7592.312120898212
138,0,57000.00000000001,8076.347358291741
139,0,57000.00000000001,8520.694582516968
140,0,51800.00000000001,9087.676167575752
141,1,76000.0,4865.288377987334
142,1,76000.0,5098.431704482176
143,1,76000.0,5267.92962766565
144,1,76000.0,3728.693674566166
145,0,52000.00000000001,8079.964267010788
146,0,51800.00000000001,11551.942445238914
147,0,57000.00000000001,8385.636295226821
148,0,52200.0,7577.206986387298
149,1,76200.0,4745.568497872782
150,1,76000.0,5605.066506554307
151,1,76000.0,4750.888991035923
152,1,76200.0,3718.700569436269
153,0,52200.0,7792.033508550632
154,0,52200.0,9927.859483537923
155,0,52000.00000000001,8091.018761440916
156,0,57000.00000000001,6938.746430745545
157,1,76000.0,5271.416047915236
158,1,76000.0,4913.916724326629
159,1,76000.0,5317.752124028739
160,1,76000.0,4365.237523982707
161,0,57200.0,6471.73190718273
162,0,57000.00000000001,8777.271065522807
163,0,52200.0,6941.362042559646
164,0,51600.0,8594.607485560009
165,1,76000.0,4916.463640697358
166,1,76000.0,4227.904998952167
167,1,76000.0,5552.778255222621
168,1,76200.0,4681.3295458742905
169,0,52000.00000000001,6191.824236179105
170,0,57000.00000000001,6917.925046881038
171,0,52000.00000000001,8381.272329992109
172,0,52000.00000000001,10205.372310293813
173,1,76000.0,4144.515614982017
174,1,76200.0,4633.792150310252
175,1,76000.0,5390.4297419596305
176,1,76000.0,4760.940543622257
177,0,57200.0,7632.318024085695
178,0,57000.00000000001,7402.408457641485
179,0,57000.00000000001,8444.665349901046
180,0,52000.00000000001,7807.149143112245
181,1,76000.0,4684.149160439883
182,1,76000.0,5219.630413017162
183,1,76200.0,4453.415654519122
184,1,76000.0,4663.484814030306
185,0,51800.00000000001,8108.020941649942
186,0,52200.0,9515.977290704433
187,0,57200.0,7691.22353481497
188,0,57000.00000000001,7863.47703139117
189,1,76000.0,4409.226376813549
190,1,76000.0,4277.147543356459
191,1,76000.0,5326.397070974937
192,1,76000.0,5023.849316089456
193,0,51800.00000000001,7799.7205456187185
194,0,57200.0,8159.90181638671
195,0,52200.0,10279.136613961038
196,0,57000.00000000001,6727.245558230081
197,1,76200.0,3419.9513578427373
198,1,76000.0,6241.431854758301
199,1,76000.0,5246.422572368454
200,1,76000.0,5647.064892396501
201,0,52200.0,6836.627865881266
202,0,57000.00000000001,8222.254269144843
203,0,51600.0,9546.930008960695
204,0,52000.00000000001,8391.300738846885
205,1,76200.0,2793.3465641090784
206,1,76200.0,4859.647388966119
207,1,76000.0,3983.1377134581758
208,1,76200.0,4519.251013862515
209,0,57000.00000000001,4615.257586020519
210,0,57200.0,7217.176152017042
211,0,52000.00000000001,9355.685968873955
212,0,52400.0,9709.221572700339
213,1,76000.0,2836.379525860913
214,1,76000.0,5594.529759614956
215,1,76000.0,5135.712412830993
216,1,76000.0,4823.862200959745
217,0,57000.00000000001,2735.6945220722705
218,0,57000.00000000001,7151.2106512005
219,0,51800.00000000001,6779.023650613077
220,0,52000.00000000001,8352.206364354075
221,0,51800.00000000001,2563.739875985654
222,1,76000.0,5334.260033631317
223,1,76000.0,4279.306146734258
224,1,76000.0,4419.697054097269
225,1,76000.0,2180.205939338898
226,0,51800.00000000001,7251.368202175472
227,0,52200.0,7481.854353662964
228,0,52200.0,7950.222315333529
229,0,52000.00000000001,3834.944177027668
230,1,76000.0,5468.714067652312
231,1,76200.0,5032.807039104635
232,1,76000.0,4775.9625710760965
233,1,76000.0,2330.2094800987143
234,0,57000.00000000001,9063.803519319757
235,0,57200.0,7580.5490707848985
236,0,57000.00000000001,7797.730882153524
237,0,52000.00000000001,5920.191293388656
238,1,76000.0,4924.841481958845
239,1,76000.0,4294.158339372382
240,1,76200.0,4932.768250365232
241,1,76000.0,3967.108584963751
242,0,57200.0,6719.525611852918
243,0,52000.00000000001,9812.872704123594
244,0,57000.00000000001,7847.4999478583395
245,0,57000.00000000001,6427.322538153098
246,1,76000.0,4745.795123063919
247,1,76000.0,5278.430231981641
248,1,76000.0,5639.9790241945975
249,1,76200.0,3992.106733590358
250,0,57000.00000000001,8641.942035072796
251,0,52200.0,6817.684298447963
252,0,52000.00000000001,9887.026973140059
253,0,57000.00000000001,6988.519291284101
254,1,76000.0,5728.265704612263
255,1,76000.0,5006.117748567958
256,1,76000.0,4897.665752392948
Recorded Data
0001111000011110000111100001111000011110000111100001111000011110000111100001111000011110000111100001111000001110000011110000111100001111000011110000111100001111000011110000111100001111000011110000111100001111000011110000011110000111100001111000011110000111
