#Digilent WaveForms Oscilloscope Acquisition,,,,,,
#Device Name: ADP5250-323F81C,,,,,,
#Serial Number: SN:323F81C,,,,,,
#Date Time: 2023-02-10 16:54:37.530.963.799,,,,,,
#Sample rate: 2.97619e+06Hz,,,,,,
#Samples: 32768,,,,,,
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto,,,,,,
#Channel 1: Range: 2 V/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: Full Sample Mode: Average,,,,,,
#Channel 2: Range: 200 mV/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: Full,,,,,,
,,,,,,
Time (s),Channel 1 (V),Channel 2 (V),,,,
-0.005368882,-3.127572016,0,,,,
-0.005368546,-0.576131687,0,,,,
-0.00536821,0.987654321,0,,,,
-0.005367874,1.069958848,0,,,,
-0.005367538,1.152263374,0,,,,
-0.005367202,4.691358025,0,,,,
-0.005366866,4.115226337,0,,,,
-0.00536653,5.185185185,0,,,,
-0.005366194,4.444444444,0,,,,
-0.005365858,2.962962963,0,,,,
-0.005365522,0.658436214,0,,,,
-0.005365186,-1.399176955,0,,,,
-0.00536485,-1.152263374,0,,,,
-0.005364514,0.576131687,0,,,,
-0.005364178,2.304526749,0,,,,
-0.005363842,1.893004115,0,,,,
-0.005363506,-0.24691358,0,,,,
-0.00536317,-2.469135802,0,,,,
-0.005362834,-3.950617284,0,,,,
-0.005362498,-3.78600823,0,,,,
-0.005362162,-3.374485597,0,,,,
-0.005361826,-2.222222222,0,,,,
-0.00536149,-1.152263374,0,,,,
-0.005361154,-0.24691358,-0.008230453,,,,
-0.005360818,1.810699588,0,,,,
-0.005360482,4.362139918,0,,,,
-0.005360146,4.444444444,0,,,,
-0.00535981,4.444444444,0,,,,
-0.005359474,1.316872428,0,,,,
-0.005359138,-1.646090535,0,,,,
-0.005358802,-4.115226337,0,,,,
-0.005358466,-4.115226337,0,,,,
-0.00535813,-4.115226337,0,,,,
-0.005357794,-4.115226337,0,,,,
-0.005357458,-2.880658436,0,,,,
-0.005357122,-0.329218107,0,,,,
-0.005356786,3.621399177,0,,,,
-0.00535645,3.868312757,0,,,,
-0.005356114,1.563786008,0,,,,
-0.005355778,2.469135802,0,,,,
-0.005355442,3.374485597,0,,,,
-0.005355106,3.29218107,0,,,,
-0.00535477,2.633744856,0,,,,
-0.005354434,2.386831276,0,,,,
-0.005354098,4.444444444,0,,,,
-0.005353762,4.526748971,0,,,,
-0.005353426,4.279835391,0,,,,
-0.00535309,0.823045267,0,,,,
-0.005352754,-4.197530864,0,,,,
-0.005352418,-4.032921811,0,,,,
-0.005352082,-4.115226337,0,,,,
-0.005351746,-4.197530864,0,,,,
-0.00535141,-2.057613169,0,,,,
-0.005351074,0.24691358,0,,,,
-0.005350738,1.069958848,0,,,,
-0.005350402,0.987654321,0,,,,
-0.005350066,2.880658436,0,,,,
-0.00534973,4.444444444,0,,,,
-0.005349394,4.362139918,0,,,,
-0.005349058,4.444444444,0,,,,
-0.005348722,4.197530864,0,,,,
-0.005348386,2.798353909,0,,,,
-0.00534805,0.658436214,0,,,,
-0.005347714,-1.152263374,0,,,,
-0.005347378,-0.987654321,0,,,,
-0.005347042,0.658436214,0,,,,
-0.005346706,0.823045267,0,,,,
-0.00534637,-1.069958848,0,,,,
-0.005346034,-1.152263374,0,,,,
-0.005345698,-3.04526749,0,,,,
-0.005345362,-3.78600823,0,,,,
-0.005345026,-3.703703704,0,,,,
-0.00534469,-2.962962963,0,,,,
-0.005344354,-1.810699588,0,,,,
-0.005344018,-0.740740741,0,,,,
-0.005343682,0.082304527,0,,,,
-0.005343346,4.032921811,0,,,,
-0.00534301,4.362139918,0,,,,
-0.005342674,4.362139918,0,,,,
-0.005342338,3.53909465,0,,,,
-0.005342002,0.24691358,0,,,,
-0.005341666,-3.04526749,0,,,,
-0.00534133,-4.032921811,0,,,,
-0.005340994,-4.115226337,0,,,,
-0.005340658,-4.115226337,0,,,,
-0.005340322,-4.032921811,0,,,,
-0.005339986,-1.975308642,0,,,,
-0.00533965,0.658436214,0,,,,
-0.005339314,1.069958848,0,,,,
-0.005338978,1.893004115,0,,,,
-0.005338642,1.728395062,0,,,,
-0.005338306,2.798353909,0,,,,
-0.00533797,2.386831276,0,,,,
-0.005337634,2.222222222,0,,,,
-0.005337298,2.139917695,0,,,,
-0.005336962,-0.905349794,0,,,,
-0.005336626,3.53909465,0,,,,
-0.00533629,4.938271605,0,,,,
-0.005335954,4.444444444,0,,,,
-0.005335618,-1.069958848,0,,,,
-0.005335282,-4.115226337,0,,,,
-0.005334946,-4.032921811,0,,,,
-0.00533461,-4.197530864,0,,,,
-0.005334274,-3.868312757,0,,,,
-0.005333938,-1.316872428,0,,,,
-0.005333602,0.740740741,0,,,,
-0.005333266,1.234567901,0,,,,
-0.00533293,2.633744856,0,,,,
-0.005332594,4.444444444,0,,,,
-0.005332258,4.362139918,0,,,,
-0.005331922,4.197530864,0,,,,
-0.005331586,3.127572016,0,,,,
-0.00533125,2.057613169,0,,,,
-0.005330914,1.316872428,0,,,,
-0.005330578,0.49382716,0,,,,
-0.005330242,0.411522634,0,,,,
-0.005329906,1.316872428,0,,,,
-0.00532957,2.304526749,0,,,,
-0.005329234,1.728395062,0,,,,
-0.005328898,-0.329218107,0,,,,
-0.005328562,-2.551440329,0,,,,
-0.005328226,-3.868312757,0,,,,
-0.00532789,-3.868312757,0,,,,
-0.005327554,-3.703703704,0,,,,
-0.005327218,-2.880658436,0,,,,
-0.005326882,-2.716049383,0,,,,
-0.005326546,-0.329218107,0,,,,
-0.00532621,0.740740741,0,,,,
-0.005325874,4.444444444,0,,,,
-0.005325538,4.362139918,0,,,,
-0.005325202,4.197530864,0,,,,
-0.005324866,2.962962963,0,,,,
-0.00532453,-0.576131687,0,,,,
-0.005324194,-3.703703704,0,,,,
-0.005323858,-4.197530864,0,,,,
-0.005323522,-4.115226337,0,,,,
-0.005323186,-4.032921811,0,,,,
-0.00532285,-4.115226337,0,,,,
-0.005322514,-1.234567901,0,,,,
-0.005322178,0.740740741,0,,,,
-0.005321842,1.316872428,0,,,,
-0.005321506,1.316872428,0,,,,
-0.00532117,2.469135802,0,,,,
-0.005320834,3.209876543,0,,,,
-0.005320498,2.469135802,0,,,,
-0.005320162,1.728395062,0,,,,
-0.005319826,1.234567901,0,,,,
-0.00531949,3.209876543,0,,,,
-0.005319154,4.444444444,0,,,,
-0.005318818,4.362139918,0,,,,
-0.005318482,4.115226337,0,,,,
-0.005318146,-2.469135802,0,,,,
-0.00531781,-4.032921811,0,,,,
-0.005317474,-4.115226337,0,,,,
-0.005317138,-4.197530864,0,,,,
-0.005316802,-3.127572016,0,,,,
-0.005316466,-1.069958848,-0.008230453,,,,
-0.00531613,0.823045267,0,,,,
-0.005315794,1.069958848,0,,,,
-0.005315458,2.716049383,0,,,,
-0.005315122,4.444444444,0,,,,
-0.005314786,4.362139918,0,,,,
-0.00531445,4.444444444,0,,,,
-0.005314114,3.53909465,0,,,,
-0.005313778,1.893004115,0,,,,
-0.005313442,0.658436214,0,,,,
-0.005313106,0.082304527,0,,,,
-0.00531277,0.49382716,0,,,,
-0.005312434,1.563786008,0,,,,
-0.005312098,2.222222222,0,,,,
-0.005311762,1.399176955,0,,,,
-0.005311426,-0.658436214,0,,,,
-0.00531109,-2.798353909,0,,,,
-0.005310754,-3.456790123,0,,,,
-0.005310418,-4.362139918,0,,,,
-0.005310082,-3.127572016,0,,,,
-0.005309746,-2.716049383,0,,,,
-0.00530941,-1.234567901,0,,,,
-0.005309074,-0.164609053,0,,,,
-0.005308738,1.399176955,0,,,,
-0.005308402,4.609053498,0,,,,
-0.005308066,4.197530864,0,,,,
-0.00530773,4.526748971,0,,,,
-0.005307394,1.481481481,0,,,,
-0.005307058,-1.975308642,0,,,,
-0.005306722,-4.938271605,0,,,,
-0.005306386,-3.456790123,0,,,,
-0.00530605,-4.032921811,0,,,,
-0.005305714,-4.197530864,0,,,,
-0.005305378,-3.29218107,0,,,,
-0.005305042,-0.411522634,0,,,,
-0.005304706,1.069958848,0,,,,
-0.00530437,1.234567901,0,,,,
-0.005304034,1.728395062,0,,,,
-0.005303698,3.04526749,0,,,,
-0.005303362,3.374485597,0,,,,
-0.005303026,2.633744856,0,,,,
-0.00530269,1.646090535,0,,,,
-0.005302354,1.316872428,0,,,,
-0.005302018,3.950617284,0,,,,
-0.005301682,4.362139918,0,,,,
-0.005301346,4.444444444,0,,,,
-0.00530101,2.304526749,0,,,,
-0.005300674,-4.032921811,0,,,,
-0.005300338,-4.032921811,0,,,,
