#Digilent WaveForms Oscilloscope Acquisition,,,,,,,
#Device Name: ADP5250-323F81C,,,,,,,
#Serial Number: SN:323F81C,,,,,,,
#Date Time: 2023-02-10 16:40:05.542.275.499,,,,,,,
#Sample rate: 2.97619e+06Hz,,,,,,,
#Samples: 32768,,,,,,,
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto,,,,,,,
#Channel 1: Range: 2 V/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: Full Sample Mode: Average,,,,,,,
#Channel 2: Range: 200 mV/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: Full,,,,,,,
,,,,,,,
Time (s),Channel 1 (V),Channel 2 (V),,,,,
-0.002179777,-0.740740741,0,,,,,
-0.002179441,-0.24691358,0,,,,,
-0.002179105,0.411522634,0,,,,,
-0.002178769,0.658436214,0,,,,,
-0.002178433,0.905349794,0,,,,,
-0.002178097,0.576131687,0,,,,,
-0.002177761,0.823045267,0,,,,,
-0.002177425,-0.411522634,-0.008230453,,,,,
-0.002177089,-0.987654321,0,,,,,
-0.002176753,-1.316872428,0,,,,,
-0.002176417,-0.987654321,0,,,,,
-0.002176081,0.49382716,0,,,,,
-0.002175745,-0.082304527,0,,,,,
-0.002175409,1.152263374,0,,,,,
-0.002175073,0.823045267,0,,,,,
-0.002174737,0.658436214,0,,,,,
-0.002174401,0.329218107,0,,,,,
-0.002174065,-1.152263374,0,,,,,
-0.002173729,-0.740740741,0,,,,,
-0.002173393,-1.069958848,0,,,,,
-0.002173057,-0.49382716,0,,,,,
-0.002172721,0.164609053,0,,,,,
-0.002172385,0.329218107,0,,,,,
-0.002172049,1.069958848,0,,,,,
-0.002171713,0.49382716,0,,,,,
-0.002171377,-0.082304527,0,,,,,
-0.002171041,-0.905349794,0,,,,,
-0.002170705,-0.987654321,0,,,,,
-0.002170369,-0.49382716,0,,,,,
-0.002170033,-0.164609053,0,,,,,
-0.002169697,0.411522634,0,,,,,
-0.002169361,0.411522634,0,,,,,
-0.002169025,0.740740741,0,,,,,
-0.002168689,0.411522634,0,,,,,
-0.002168353,0.164609053,0,,,,,
-0.002168017,0.082304527,0,,,,,
-0.002167681,-1.152263374,0,,,,,
-0.002167345,-0.411522634,0,,,,,
-0.002167009,-0.740740741,0,,,,,
-0.002166673,0.082304527,0,,,,,
-0.002166337,0.24691358,0,,,,,
-0.002166001,0.576131687,0,,,,,
-0.002165665,0.411522634,0,,,,,
-0.002165329,-0.082304527,0,,,,,
-0.002164993,-0.411522634,0,,,,,
-0.002164657,-0.411522634,0,,,,,
-0.002164321,0,0,,,,,
-0.002163985,-0.082304527,0,,,,,
-0.002163649,0.24691358,0,,,,,
-0.002163313,0.164609053,0,,,,,
-0.002162977,0.49382716,0,,,,,
-0.002162641,0.49382716,0,,,,,
-0.002162305,-0.411522634,0,,,,,
-0.002161969,-0.987654321,0,,,,,
-0.002161633,-1.234567901,0,,,,,
-0.002161297,-0.082304527,0,,,,,
-0.002160961,0.164609053,0,,,,,
-0.002160625,0.49382716,0,,,,,
-0.002160289,0.658436214,0,,,,,
-0.002159953,0.411522634,0,,,,,
-0.002159617,0.740740741,0,,,,,
-0.002159281,-0.329218107,0,,,,,
-0.002158945,-0.823045267,0,,,,,
-0.002158609,-1.069958848,0,,,,,
-0.002158273,-0.411522634,0,,,,,
-0.002157937,-1.399176955,0,,,,,
-0.002157601,-1.234567901,0,,,,,
-0.002157265,0.658436214,0,,,,,
-0.002156929,0.658436214,0,,,,,
-0.002156593,0.49382716,0,,,,,
-0.002156257,-0.24691358,0,,,,,
-0.002155921,-0.905349794,0,,,,,
-0.002155585,-1.069958848,0,,,,,
-0.002155249,-0.987654321,0,,,,,
-0.002154913,-0.329218107,0,,,,,
-0.002154577,0.082304527,0,,,,,
-0.002154241,0.823045267,0,,,,,
-0.002153905,0.987654321,0,,,,,
-0.002153569,0.905349794,0,,,,,
-0.002153233,0.164609053,0,,,,,
-0.002152897,-0.740740741,0,,,,,
-0.002152561,-1.234567901,0,,,,,
-0.002152225,-1.234567901,0,,,,,
-0.002151889,-0.411522634,0,,,,,
-0.002151553,0,0,,,,,
-0.002151217,0.658436214,0,,,,,
-0.002150881,0.740740741,0,,,,,
-0.002150545,0.905349794,0,,,,,
-0.002150209,0.576131687,0,,,,,
-0.002149873,-0.24691358,0,,,,,
-0.002149537,-0.49382716,0,,,,,
-0.002149201,-0.905349794,0,,,,,
-0.002148865,-0.576131687,0,,,,,
-0.002148529,-0.411522634,0,,,,,
-0.002148193,-0.576131687,0,,,,,
-0.002147857,1.399176955,0,,,,,
-0.002147521,1.810699588,0,,,,,
-0.002147185,0.329218107,0,,,,,
-0.002146849,-0.411522634,0,,,,,
-0.002146513,-0.24691358,0,,,,,
-0.002146177,-0.164609053,0,,,,,
-0.002145841,-0.329218107,0,,,,,
-0.002145505,0.658436214,0,,,,,
-0.002145169,-0.082304527,0,,,,,
-0.002144833,0.329218107,0,,,,,
-0.002144497,0.082304527,-0.008230453,,,,,
-0.002144161,-0.164609053,0,,,,,
-0.002143825,-0.24691358,0,,,,,
-0.002143489,-1.069958848,0,,,,,
-0.002143153,-0.823045267,0,,,,,
-0.002142817,-0.576131687,0,,,,,
-0.002142481,0.24691358,0,,,,,
-0.002142145,0.576131687,0,,,,,
-0.002141809,0.49382716,0,,,,,
-0.002141473,0.658436214,0,,,,,
-0.002141137,0.411522634,0,,,,,
-0.002140801,0.329218107,0,,,,,
-0.002140465,-0.49382716,0,,,,,
-0.002140129,-1.069958848,0,,,,,
-0.002139793,-1.069958848,0,,,,,
-0.002139457,-0.24691358,0,,,,,
-0.002139121,0.329218107,0,,,,,
-0.002138785,0.49382716,0,,,,,
-0.002138449,0.576131687,0,,,,,
-0.002138113,2.469135802,0,,,,,
-0.002137777,2.222222222,0,,,,,
-0.002137441,-0.24691358,0,,,,,
-0.002137105,-0.905349794,0,,,,,
-0.002136769,-1.316872428,0,,,,,
-0.002136433,-0.905349794,0,,,,,
-0.002136097,-0.082304527,0,,,,,
-0.002135761,0.49382716,0,,,,,
-0.002135425,0.987654321,0,,,,,
-0.002135089,0.740740741,0,,,,,
-0.002134753,0.905349794,0,,,,,
-0.002134417,0.329218107,0,,,,,
-0.002134081,-0.49382716,0,,,,,
-0.002133745,-1.152263374,0,,,,,
-0.002133409,-1.399176955,0,,,,,
-0.002133073,-0.740740741,0,,,,,
-0.002132737,-0.24691358,0,,,,,
-0.002132401,0.576131687,0,,,,,
-0.002132065,0.823045267,0,,,,,
-0.002131729,0.823045267,0,,,,,
-0.002131393,1.069958848,0,,,,,
-0.002131057,0,0,,,,,
-0.002130721,-0.49382716,0,,,,,
-0.002130385,-1.316872428,0,,,,,
-0.002130049,-1.069958848,0,,,,,
-0.002129713,-0.411522634,0,,,,,
-0.002129377,-0.082304527,0,,,,,
-0.002129041,0.576131687,0,,,,,
-0.002128705,0.576131687,0,,,,,
-0.002128369,0.987654321,0,,,,,
-0.002128033,-1.893004115,0,,,,,
-0.002127697,-1.728395062,0,,,,,
-0.002127361,0,0,,,,,
-0.002127025,-0.987654321,0,,,,,
-0.002126689,-0.49382716,0,,,,,
-0.002126353,-0.164609053,0,,,,,
-0.002126017,0.329218107,0,,,,,
-0.002125681,0.411522634,0,,,,,
-0.002125345,0.49382716,0,,,,,
-0.002125009,0.164609053,0,,,,,
-0.002124673,-0.082304527,0,,,,,
-0.002124337,-0.576131687,0,,,,,
-0.002124001,-0.49382716,0,,,,,
-0.002123665,-0.329218107,0,,,,,
-0.002123329,0.082304527,0,,,,,
-0.002122993,0.329218107,0,,,,,
-0.002122657,0.411522634,0,,,,,
-0.002122321,0.411522634,0,,,,,
-0.002121985,0,0,,,,,
-0.002121649,-0.24691358,0,,,,,
-0.002121313,-0.658436214,0,,,,,
-0.002120977,-0.411522634,0,,,,,
-0.002120641,0,0,,,,,
-0.002120305,0.082304527,0,,,,,
-0.002119969,0.164609053,0,,,,,
-0.002119633,0.164609053,0,,,,,
-0.002119297,0.24691358,0,,,,,
-0.002118961,-0.24691358,0,,,,,
-0.002118625,-0.823045267,0,,,,,
-0.002118289,-1.728395062,0,,,,,
-0.002117953,-0.823045267,0,,,,,
-0.002117617,0.411522634,0,,,,,
-0.002117281,1.234567901,0,,,,,
-0.002116945,0.658436214,0,,,,,
-0.002116609,1.234567901,0,,,,,
-0.002116273,0.411522634,0,,,,,
-0.002115937,-0.164609053,0,,,,,
-0.002115601,-0.905349794,0,,,,,
-0.002115265,-1.646090535,0,,,,,
-0.002114929,-0.987654321,0,,,,,
-0.002114593,-0.658436214,0,,,,,
-0.002114257,0.329218107,0,,,,,
-0.002113921,0.823045267,0,,,,,
-0.002113585,0.905349794,0,,,,,
-0.002113249,0.905349794,0,,,,,
-0.002112913,0.082304527,0,,,,,
-0.002112577,-0.658436214,0,,,,,
-0.002112241,-1.069958848,-0.008230453,,,,,
-0.002111905,-0.823045267,0,,,,,
-0.002111569,-0.329218107,0,,,,,
-0.002111233,-0.082304527,0,,,,,
-0.002110897,0.329218107,0,,,,,
-0.002110561,0.823045267,0,,,,,
-0.002110225,0.905349794,0,,,,,
-0.002109889,0.411522634,0,,,,,
-0.002109553,-0.576131687,0,,,,,
-0.002109217,-0.905349794,0,,,,,
-0.002108881,-0.576131687,0,,,,,
-0.002108545,-0.329218107,0,,,,,
-0.002108209,0.740740741,0,,,,,
-0.002107873,1.152263374,-0.008230453,,,,,
-0.002107537,0.905349794,0,,,,,
-0.002107201,0.740740741,0,,,,,
-0.002106865,0.411522634,0,,,,,
-0.002106529,0,0,,,,,
-0.002106193,-0.823045267,0,,,,,
-0.002105857,-0.740740741,0,,,,,
-0.002105521,-0.658436214,0,,,,,
-0.002105185,0,0,,,,,
-0.002104849,0.329218107,0,,,,,
-0.002104513,0.24691358,0,,,,,
-0.002104177,0.411522634,0,,,,,
-0.002103841,0.082304527,0,,,,,
-0.002103505,-0.082304527,0,,,,,
-0.002103169,-0.411522634,0,,,,,
-0.002102833,-0.823045267,0,,,,,
-0.002102497,0,0,,,,,
-0.002102161,0,0,,,,,
-0.002101825,0.576131687,0,,,,,
-0.002101489,0.411522634,0,,,,,
-0.002101153,0.24691358,0,,,,,
-0.002100817,0.164609053,0,,,,,
-0.002100481,-0.576131687,0,,,,,
-0.002100145,-0.823045267,0,,,,,
-0.002099809,-0.987654321,0,,,,,
-0.002099473,-0.329218107,0,,,,,
-0.002099137,0.164609053,0,,,,,
-0.002098801,0.576131687,0,,,,,
-0.002098465,0.740740741,0,,,,,
-0.002098129,-0.987654321,0,,,,,
-0.002097793,-0.49382716,0,,,,,
-0.002097457,0.24691358,0,,,,,
-0.002097121,-0.987654321,-0.008230453,,,,,
-0.002096785,-1.152263374,0,,,,,
-0.002096449,-0.823045267,0,,,,,
-0.002096113,-0.082304527,0,,,,,
-0.002095777,0.740740741,0,,,,,
-0.002095441,1.399176955,0,,,,,
-0.002095105,1.152263374,0,,,,,
-0.002094769,0.49382716,0,,,,,
-0.002094433,-0.576131687,0,,,,,
-0.002094097,-1.234567901,0,,,,,
-0.002093761,-1.399176955,0,,,,,
-0.002093425,-0.987654321,0,,,,,
-0.002093089,-0.329218107,0,,,,,
-0.002092753,0.082304527,0,,,,,
-0.002092417,0.823045267,0,,,,,
-0.002092081,0.905349794,0,,,,,
-0.002091745,0.987654321,0,,,,,
-0.002091409,0.658436214,0,,,,,
-0.002091073,-0.329218107,0,,,,,
-0.002090737,-0.987654321,0,,,,,
-0.002090401,-1.316872428,0,,,,,
-0.002090065,-0.658436214,0,,,,,
-0.002089729,-0.329218107,0,,,,,
-0.002089393,0.082304527,0,,,,,
-0.002089057,0.740740741,0,,,,,
-0.002088721,0.164609053,0,,,,,
-0.002088385,1.481481481,0,,,,,
-0.002088049,1.728395062,0,,,,,
-0.002087713,1.069958848,0,,,,,
-0.002087377,-2.139917695,0,,,,,
-0.002087041,-0.823045267,0,,,,,
-0.002086705,-0.082304527,0,,,,,
-0.002086369,-0.329218107,0,,,,,
-0.002086033,0.329218107,0,,,,,
-0.002085697,0,-0.008230453,,,,,
-0.002085361,0.329218107,0,,,,,
-0.002085025,0.411522634,0,,,,,
-0.002084689,-0.164609053,0,,,,,
-0.002084353,-0.576131687,0,,,,,
-0.002084017,-0.987654321,0,,,,,
-0.002083681,-0.49382716,0,,,,,
-0.002083345,-0.164609053,0,,,,,
-0.002083009,0.24691358,0,,,,,
-0.002082673,0.411522634,0,,,,,
-0.002082337,0.411522634,0,,,,,
-0.002082001,0.576131687,0,,,,,
-0.002081665,-0.24691358,0,,,,,
-0.002081329,-0.658436214,0,,,,,
-0.002080993,-0.740740741,0,,,,,
-0.002080657,0,0,,,,,
-0.002080321,0.49382716,0,,,,,
-0.002079985,0.329218107,0,,,,,
-0.002079649,0.164609053,0,,,,,
-0.002079313,-0.164609053,0,,,,,
-0.002078977,0.082304527,0,,,,,
-0.002078641,-0.329218107,0,,,,,
-0.002078305,-0.658436214,0,,,,,
-0.002077969,0.49382716,0,,,,,
-0.002077633,1.152263374,0,,,,,
-0.002077297,0.576131687,0,,,,,
-0.002076961,0.658436214,0,,,,,
-0.002076625,0.987654321,0,,,,,
-0.002076289,0.658436214,0,,,,,
-0.002075953,0.329218107,0,,,,,
-0.002075617,-0.49382716,0,,,,,
-0.002075281,-1.069958848,0,,,,,
-0.002074945,-0.987654321,0,,,,,
-0.002074609,-1.152263374,0,,,,,
-0.002074273,0.329218107,0,,,,,
-0.002073937,0.082304527,0,,,,,
-0.002073601,1.069958848,0,,,,,
-0.002073265,0.905349794,0,,,,,
-0.002072929,0.576131687,0,,,,,
-0.002072593,0,0,,,,,
-0.002072257,-1.234567901,0,,,,,
-0.002071921,-0.740740741,0,,,,,
-0.002071585,-0.823045267,0,,,,,
-0.002071249,0,0,,,,,
-0.002070913,0.411522634,0,,,,,
-0.002070577,0.49382716,0,,,,,
-0.002070241,0.823045267,0,,,,,
-0.002069905,0.329218107,0,,,,,
-0.002069569,-0.082304527,0,,,,,
-0.002069233,-0.987654321,0,,,,,
-0.002068897,-0.823045267,0,,,,,
-0.002068561,-0.49382716,0,,,,,
-0.002068225,-0.49382716,0,,,,,
-0.002067889,1.893004115,0,,,,,
-0.002067553,1.234567901,0,,,,,
-0.002067217,0.576131687,-0.008230453,,,,,
-0.002066881,0.082304527,0,,,,,
-0.002066545,-0.576131687,0,,,,,
-0.002066209,-1.152263374,0,,,,,
-0.002065873,-0.740740741,0,,,,,
-0.002065537,-0.24691358,0,,,,,
-0.002065201,0.329218107,0,,,,,
-0.002064865,0.740740741,0,,,,,
-0.002064529,0.411522634,-0.008230453,,,,,
-0.002064193,0.49382716,0,,,,,
-0.002063857,0.082304527,0,,,,,
-0.002063521,-0.329218107,0,,,,,
-0.002063185,-0.740740741,0,,,,,
-0.002062849,-0.823045267,0,,,,,
-0.002062513,-0.329218107,0,,,,,
-0.002062177,0,0,,,,,
-0.002061841,0.576131687,0,,,,,
-0.002061505,0.411522634,0,,,,,
-0.002061169,0.49382716,0,,,,,
-0.002060833,0.24691358,0,,,,,
-0.002060497,-0.329218107,0,,,,,
-0.002060161,-0.164609053,0,,,,,
-0.002059825,-1.646090535,0,,,,,
-0.002059489,0,0,,,,,
-0.002059153,-0.24691358,0,,,,,
-0.002058817,0.740740741,0,,,,,
-0.002058481,0.823045267,0,,,,,
-0.002058145,0.905349794,0,,,,,
-0.002057809,-0.411522634,0,,,,,
-0.002057473,-1.728395062,0,,,,,
-0.002057137,-0.49382716,0,,,,,
-0.002056801,-1.316872428,0,,,,,
-0.002056465,-1.234567901,0,,,,,
-0.002056129,-0.329218107,0,,,,,
-0.002055793,0,0,,,,,
-0.002055457,0.740740741,0,,,,,
-0.002055121,0.740740741,0,,,,,
-0.002054785,0.823045267,0,,,,,
-0.002054449,0.411522634,0,,,,,
-0.002054113,-0.24691358,0,,,,,
-0.002053777,-0.987654321,0,,,,,
-0.002053441,-1.069958848,0,,,,,
-0.002053105,-0.24691358,0,,,,,
-0.002052769,0.24691358,0,,,,,
-0.002052433,0.49382716,0,,,,,
-0.002052097,0.411522634,0,,,,,
-0.002051761,0.411522634,0,,,,,
-0.002051425,0,0,,,,,
-0.002051089,-0.329218107,0,,,,,
-0.002050753,-0.905349794,0,,,,,
-0.002050417,-0.905349794,0,,,,,
-0.002050081,-0.329218107,0,,,,,
-0.002049745,-0.082304527,0,,,,,
-0.002049409,0.658436214,0,,,,,
-0.002049073,0.576131687,0,,,,,
-0.002048737,0.823045267,0,,,,,
-0.002048401,0.576131687,0,,,,,
-0.002048065,-0.082304527,0,,,,,
-0.002047729,0.164609053,0,,,,,
-0.002047393,-0.329218107,0,,,,,
-0.002047057,-0.411522634,0,,,,,
-0.002046721,-0.24691358,0,,,,,
-0.002046385,0.164609053,-0.008230453,,,,,
-0.002046049,0.329218107,0,,,,,
-0.002045713,0.082304527,-0.008230453,,,,,
-0.002045377,0.823045267,0,,,,,
-0.002045041,-0.411522634,0,,,,,
-0.002044705,-0.411522634,0,,,,,
-0.002044369,-0.576131687,0,,,,,
-0.002044033,-0.164609053,0,,,,,
-0.002043697,0.329218107,0,,,,,
-0.002043361,0.082304527,0,,,,,
-0.002043025,0.329218107,0,,,,,
-0.002042689,0.082304527,0,,,,,
-0.002042353,0.164609053,0,,,,,
-0.002042017,-0.329218107,0,,,,,
-0.002041681,-0.987654321,0,,,,,
-0.002041345,-0.740740741,0,,,,,
-0.002041009,-0.411522634,0,,,,,
-0.002040673,0.329218107,0,,,,,
-0.002040337,0.576131687,0,,,,,
-0.002040001,0.658436214,0,,,,,
-0.002039665,0.49382716,0,,,,,
-0.002039329,0.411522634,0,,,,,
-0.002038993,-0.082304527,0,,,,,
-0.002038657,-0.905349794,0,,,,,
-0.002038321,-1.316872428,0,,,,,
-0.002037985,0.164609053,0,,,,,
-0.002037649,0,0,,,,,
-0.002037313,-0.411522634,0,,,,,
-0.002036977,0.905349794,0,,,,,
-0.002036641,0.823045267,0,,,,,
-0.002036305,0.740740741,0,,,,,
-0.002035969,0.49382716,0,,,,,
-0.002035633,-0.576131687,0,,,,,
-0.002035297,-0.905349794,0,,,,,
-0.002034961,-1.399176955,0,,,,,
-0.002034625,-0.740740741,0,,,,,
-0.002034289,-0.082304527,0,,,,,
-0.002033953,0.411522634,0,,,,,
-0.002033617,0.905349794,-0.008230453,,,,,
-0.002033281,0.740740741,0,,,,,
-0.002032945,0.823045267,0,,,,,
-0.002032609,-0.164609053,0,,,,,
-0.002032273,-0.658436214,0,,,,,
-0.002031937,-1.152263374,0,,,,,
-0.002031601,-0.905349794,0,,,,,
-0.002031265,0.24691358,0,,,,,
-0.002030929,-0.411522634,0,,,,,
-0.002030593,0.987654321,0,,,,,
-0.002030257,0.740740741,0,,,,,
-0.002029921,0.905349794,0,,,,,
-0.002029585,0.823045267,0,,,,,
-0.002029249,-0.740740741,0,,,,,
-0.002028913,-0.740740741,0,,,,,
-0.002028577,-1.316872428,0,,,,,
-0.002028241,-0.411522634,0,,,,,
-0.002027905,-1.728395062,0,,,,,
-0.002027569,-1.893004115,0,,,,,
-0.002027233,0.658436214,0,,,,,
-0.002026897,0.576131687,0,,,,,
-0.002026561,0.740740741,0,,,,,
-0.002026225,0.164609053,0,,,,,
-0.002025889,-0.329218107,-0.008230453,,,,,
-0.002025553,-0.329218107,0,,,,,
-0.002025217,-0.49382716,0,,,,,
-0.002024881,-0.24691358,0,,,,,
-0.002024545,0.164609053,0,,,,,
-0.002024209,0.164609053,0,,,,,
-0.002023873,0,0,,,,,
-0.002023537,-0.082304527,0,,,,,
-0.002023201,-0.24691358,0,,,,,
-0.002022865,-0.164609053,0,,,,,
-0.002022529,-0.329218107,0,,,,,
-0.002022193,0,0,,,,,
-0.002021857,0.082304527,0,,,,,
-0.002021521,0.329218107,0,,,,,
-0.002021185,0.411522634,0,,,,,
-0.002020849,0.49382716,0,,,,,
-0.002020513,0.24691358,0,,,,,
-0.002020177,-0.329218107,0,,,,,
-0.002019841,-0.987654321,0,,,,,
-0.002019505,-0.658436214,0,,,,,
-0.002019169,-0.24691358,0,,,,,
-0.002018833,0.24691358,0,,,,,
-0.002018497,0.576131687,0,,,,,
-0.002018161,0.24691358,0,,,,,
-0.002017825,1.893004115,0,,,,,
-0.002017489,1.728395062,0,,,,,
-0.002017153,-0.329218107,0,,,,,
-0.002016817,-0.905349794,0,,,,,
-0.002016481,-1.069958848,0,,,,,
-0.002016145,-0.905349794,0,,,,,
-0.002015809,-0.329218107,0,,,,,
-0.002015473,0.823045267,0,,,,,
-0.002015137,0.658436214,0,,,,,
-0.002014801,1.152263374,0,,,,,
-0.002014465,0.576131687,0,,,,,
-0.002014129,0.411522634,0,,,,,
-0.002013793,-0.24691358,0,,,,,
-0.002013457,-1.152263374,0,,,,,
-0.002013121,-0.987654321,0,,,,,
-0.002012785,-0.905349794,0,,,,,
-0.002012449,0,0,,,,,
-0.002012113,0.329218107,0,,,,,
-0.002011777,0.740740741,0,,,,,
-0.002011441,0.740740741,0,,,,,
-0.002011105,0.576131687,0,,,,,
-0.002010769,0.082304527,0,,,,,
-0.002010433,-0.987654321,0,,,,,
-0.002010097,-1.152263374,0,,,,,
-0.002009761,-0.905349794,0,,,,,
-0.002009425,0.082304527,0,,,,,
-0.002009089,0.411522634,0,,,,,
-0.002008753,0.576131687,0,,,,,
-0.002008417,0.658436214,0,,,,,
-0.002008081,3.209876543,0,,,,,
-0.002007745,2.057613169,0,,,,,
-0.002007409,-1.563786008,0,,,,,
-0.002007073,-0.987654321,0,,,,,
-0.002006737,-1.234567901,0,,,,,
-0.002006401,-0.576131687,0,,,,,
-0.002006065,0,0,,,,,
-0.002005729,0.329218107,0,,,,,
-0.002005393,0.658436214,0,,,,,
-0.002005057,0.576131687,0,,,,,
-0.002004721,0.658436214,-0.008230453,,,,,
-0.002004385,-0.164609053,0,,,,,
-0.002004049,-0.576131687,0,,,,,
-0.002003713,-0.740740741,0,,,,,
-0.002003377,-0.576131687,0,,,,,
-0.002003041,0,0,,,,,
-0.002002705,0.082304527,0,,,,,
-0.002002369,0.576131687,0,,,,,
-0.002002033,0.164609053,0,,,,,
-0.002001697,0.082304527,0,,,,,
-0.002001361,-0.24691358,0,,,,,
-0.002001025,-0.905349794,0,,,,,
-0.002000689,0.164609053,0,,,,,
-0.002000353,-0.24691358,0,,,,,
-0.002000017,0.49382716,0,,,,,
-0.001999681,0.329218107,0,,,,,
-0.001999345,0.24691358,0,,,,,
-0.001999009,0.49382716,0,,,,,
-0.001998673,-0.576131687,0,,,,,
-0.001998337,-0.740740741,0,,,,,
-0.001998001,-3.53909465,0,,,,,
-0.001997665,-2.304526749,-0.008230453,,,,,
-0.001997329,1.563786008,0,,,,,
-0.001996993,0.411522634,0,,,,,
-0.001996657,0.740740741,0,,,,,
-0.001996321,0.576131687,0,,,,,
-0.001995985,0.411522634,0,,,,,
-0.001995649,-0.082304527,0,,,,,
-0.001995313,-0.658436214,0,,,,,
-0.001994977,-0.987654321,0,,,,,
-0.001994641,-0.329218107,0,,,,,
-0.001994305,0.411522634,0,,,,,
-0.001993969,0.49382716,0,,,,,
-0.001993633,0.49382716,0,,,,,
-0.001993297,0.329218107,0,,,,,
-0.001992961,0.329218107,0,,,,,
-0.001992625,-0.082304527,0,,,,,
-0.001992289,-0.658436214,0,,,,,
-0.001991953,-1.152263374,0,,,,,
-0.001991617,-1.152263374,0,,,,,
-0.001991281,-0.49382716,0,,,,,
-0.001990945,0.082304527,0,,,,,
-0.001990609,0.905349794,0,,,,,
-0.001990273,0.823045267,0,,,,,
-0.001989937,0.905349794,0,,,,,
-0.001989601,0.49382716,0,,,,,
-0.001989265,-0.164609053,0,,,,,
-0.001988929,-0.740740741,0,,,,,
-0.001988593,-1.152263374,0,,,,,
-0.001988257,-1.069958848,0,,,,,
-0.001987921,-1.152263374,0,,,,,
-0.001987585,0.24691358,0,,,,,
-0.001987249,0.329218107,0,,,,,
-0.001986913,0.411522634,0,,,,,
-0.001986577,0.905349794,0,,,,,
-0.001986241,0,0,,,,,
-0.001985905,-0.164609053,0,,,,,
-0.001985569,-0.823045267,0,,,,,
-0.001985233,-0.658436214,0,,,,,
-0.001984897,-0.24691358,0,,,,,
-0.001984561,-0.24691358,0,,,,,
-0.001984225,0.24691358,0,,,,,
-0.001983889,0.164609053,0,,,,,
-0.001983553,0.49382716,0,,,,,
-0.001983217,0.24691358,0,,,,,
-0.001982881,-0.164609053,0,,,,,
-0.001982545,-0.576131687,0,,,,,
-0.001982209,-0.658436214,0,,,,,
-0.001981873,-0.082304527,-0.008230453,,,,,
-0.001981537,0,0,,,,,
-0.001981201,0.329218107,0,,,,,
-0.001980865,0.329218107,0,,,,,
-0.001980529,0.329218107,0,,,,,
-0.001980193,0.24691358,0,,,,,
-0.001979857,-0.576131687,0,,,,,
-0.001979521,-0.905349794,0,,,,,
-0.001979185,-0.823045267,0,,,,,
-0.001978849,-0.082304527,0,,,,,
-0.001978513,0.329218107,0,,,,,
-0.001978177,0.411522634,0,,,,,
-0.001977841,1.893004115,0,,,,,
-0.001977505,1.316872428,0,,,,,
-0.001977169,0.49382716,0,,,,,
-0.001976833,-0.576131687,0,,,,,
-0.001976497,-0.905349794,0,,,,,
-0.001976161,-0.987654321,0,,,,,
-0.001975825,-0.329218107,0,,,,,
-0.001975489,0.329218107,0,,,,,
-0.001975153,0.658436214,0,,,,,
-0.001974817,0.823045267,0,,,,,
-0.001974481,0.49382716,-0.008230453,,,,,
-0.001974145,0.329218107,0,,,,,
-0.001973809,-0.576131687,0,,,,,
-0.001973473,-1.069958848,0,,,,,
-0.001973137,-0.987654321,0,,,,,
-0.001972801,-0.987654321,0,,,,,
-0.001972465,0.411522634,0,,,,,
-0.001972129,0,0,,,,,
-0.001971793,1.316872428,0,,,,,
-0.001971457,0.823045267,0,,,,,
-0.001971121,0.823045267,0,,,,,
-0.001970785,0.164609053,0,,,,,
-0.001970449,-0.987654321,0,,,,,
-0.001970113,-0.49382716,0,,,,,
-0.001969777,-1.069958848,0,,,,,
-0.001969441,-0.740740741,0,,,,,
-0.001969105,-0.576131687,0,,,,,
-0.001968769,-0.164609053,0,,,,,
-0.001968433,0.49382716,0,,,,,
-0.001968097,0,0,,,,,
-0.001967761,0.164609053,0,,,,,
-0.001967425,0.823045267,0,,,,,
-0.001967089,-0.24691358,0,,,,,
-0.001966753,-0.24691358,0,,,,,
-0.001966417,-0.24691358,0,,,,,
-0.001966081,0.082304527,0,,,,,
-0.001965745,0.082304527,0,,,,,
-0.001965409,0.082304527,0,,,,,
-0.001965073,0.082304527,0,,,,,
-0.001964737,0.164609053,0,,,,,
-0.001964401,-0.411522634,0,,,,,
-0.001964065,-0.658436214,0,,,,,
-0.001963729,-0.740740741,0,,,,,
-0.001963393,0,0,,,,,
-0.001963057,0.329218107,0,,,,,
-0.001962721,0.329218107,0,,,,,
-0.001962385,0.49382716,0,,,,,
-0.001962049,0.24691358,-0.008230453,,,,,
-0.001961713,0.329218107,0,,,,,
-0.001961377,-0.411522634,0,,,,,
-0.001961041,-0.740740741,0,,,,,
-0.001960705,-0.905349794,0,,,,,
-0.001960369,-0.24691358,0,,,,,
-0.001960033,0.24691358,0,,,,,
-0.001959697,0.411522634,0,,,,,
-0.001959361,0.658436214,0,,,,,
-0.001959025,0.329218107,0,,,,,
-0.001958689,0.24691358,0,,,,,
-0.001958353,-0.082304527,0,,,,,
-0.001958017,-0.740740741,0,,,,,
-0.001957681,0,-0.008230453,,,,,
-0.001957345,-0.987654321,0,,,,,
-0.001957009,0.329218107,0,,,,,
-0.001956673,0.329218107,0,,,,,
-0.001956337,0.411522634,0,,,,,
-0.001956001,0.49382716,0,,,,,
