#Digilent WaveForms Oscilloscope Acquisition
#Device Name: ADP5250-323F81C
#Serial Number: SN:323F81C
#Date Time: 2023-02-17 13:38:05.230.786.899
#Sample rate: 2.97619e+06Hz
#Samples: 32768
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 10 mV Hyst.: Auto
#Channel 1: Range: 2 V/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: Full Sample Mode: Average

Time (s),Channel 1 (V)
-0.005504836914,-2.880658436213992
-0.005504500914,-4.11522633744856
-0.005504164914,-4.197530864197531
-0.0055038289139999995,-4.11522633744826
-0.005503492914,-3.9506172839509164
-0.005503156914,-2.4691358024718304
-0.005502820914,-0.411522633744856
-0.005502484914,0.7407407407407407
-0.005502148914,1.1522633744855968
-0.005501812914,1.1522633744855968
-0.005501476914,0.9876543209876543
-0.005501140914,0.823045267489712
-0.005500804914,0.5761316872427984
-0.0055004689139999995,0.32921810699543563
-0.005500132914,0.08230452674942035
-0.005499796914,-0.08230452674867177
-0.005499460914,-0.24691358024691357
-0.005499124914,-0.411522633744856
-0.005498788914,-0.3292181069958848
-0.005498452914,-0.0823045267489712
-0.005498116914,-0.411522633744856
-0.005497780914,-0.0823045267489712
-0.005497444914,-0.24691358024691357
-0.0054971089139999995,-0.08230452674867177
-0.005496772914,0.08230452674867177
-0.005496436914,-0.16460905349749322
-0.005496100914,0.0823045267489712
-0.005495764914,-0.0823045267489712
-0.005495428914,4.362139917695473
-0.005495092914,4.362139917695473
-0.005494756914,4.362139917695473
-0.005494420914,1.728395061728395
-0.005494084914,-0.823045267489712
-0.0054937489139999995,-0.987654320986756
-0.005493412914,-0.4938271604947254
-0.005493076914,-4.032921810693151
-0.005492740914,-4.11522633744856
-0.005492404914,-4.197530864197531
-0.005492068914,-4.197530864197531
-0.005491732914,-2.633744855967078
-0.005491396914,0.0823045267489712
-0.005491060914,0.9876543209876543
-0.005490724914,0.411522633744856
-0.0054903889139999995,-0.1646090534980921
-0.005490052913999999,-0.2469135802460153
-0.005489716914,0.24691358024601529
-0.005489380914,2.2222222222222223
-0.005489044914,4.362139917695473
-0.005488708914,4.362139917695473
-0.005488372914,4.362139917695473
-0.005488036914,3.292181069958848
-0.005487700914,1.5637860082304527
-0.005487364914,0.5761316872427984
-0.0054870289139999995,0.24691358024661414
-0.005486692913999999,0.08230452674957003
-0.005486356914,0.4115226337442571
-0.005486020914,4.362139917695473
-0.005485684914,4.11522633744856
-0.005485348914,1.0699588477366255
-0.005485012914,-0.9876543209876543
-0.005484676914,-1.728395061728395
-0.005484340914,-4.032921810699588
-0.005484004914,-4.279835390946502
-0.0054836689139999995,-4.032921810697492
-0.005483332913999999,-2.880658436208752
-0.005482996914,-5.239808587020889e-12
-0.005482660914,2.139917695473251
-0.005482324914,4.279835390946502
-0.005481988914,4.444444444444445
-0.005481652914,4.279835390946502
-0.005481316914,4.444444444444445
-0.005480980914,1.316872427983539
-0.005480644914,-3.2098765432098766
-0.0054803089139999995,-4.11522633744856
-0.0054799729139999994,-4.11522633744856
-0.005479636914,-4.11522633744856
-0.005479300914,-3.950617283950617
-0.005478964914,-2.3045267489711936
-0.005478628914,-0.3292181069958848
-0.005478292914,0.823045267489712
-0.005477956914,1.1522633744855968
-0.005477620914,1.0699588477366255
-0.005477284914,0.9876543209876543
-0.0054769489139999995,0.8230452674892629
-0.0054766129139999994,0.5761316872423493
-0.005476276914,0.3292181069963339
-0.005475940914,0.0823045267489712
-0.005475604914,-0.0823045267489712
-0.005475268914,-0.1646090534979424
-0.005474932914,-0.3292181069958848
-0.005474596914,-0.24691358024691357
-0.005474260914,-0.24691358024691357
-0.005473924914,-0.24691358024691357
-0.0054735889139999995,-0.16460905349779267
-0.0054732529139999994,-0.0823045267489712
-0.005472916914,-0.0823045267489712
-0.005472580914,0
-0.005472244914,0
-0.005471908914,0
-0.005471572914,0
-0.005471236914,3.045267489711934
-0.005470900914,4.362139917695473
-0.005470564914,4.444444444444445
-0.0054702289139999995,2.2222222222169825
-0.0054698929139999995,-0.658436213992069
-0.005469556914,-0.8230452674894125
-0.005469220914,-0.7407407407407407
-0.005468884914,-3.8683127572016462
-0.005468548914,-4.197530864197531
-0.005468212914,-4.197530864197531
-0.005467876914,-4.032921810699588
-0.005467540914,-2.7160493827160495
-0.005467204914,0.1646090534979424
-0.0054668689139999995,0.9053497942376352
-0.0054665329139999995,0.3292181069949865
-0.005466196914,-0.16460905349704408
-0.005465860914,-0.3292181069958848
-0.005465524914,0.1646090534979424
-0.005465188914,1.316872427983539
-0.005464852914,3.786008230452675
-0.005464516914,4.362139917695473
-0.005464180914,4.362139917695473
-0.005463844914,4.362139917695473
-0.0054635089139999996,4.032921810699588
-0.0054631729139999995,2.304526748967002
-0.005462836914,4.191758051774741e-12
-0.005462500914,-1.8930041152228942
-0.005462164914,-2.4691358024691357
-0.005461828914,4.362139917695473
-0.005461492914,4.362139917695473
-0.005461156914,2.3045267489711936
-0.005460820914,-0.49382716049382713
-0.005460484914,-1.3991769547325104
-0.0054601489139999996,-4.11522633744856
-0.0054598129139999995,-4.11522633744856
-0.005459476914,-4.11522633744856
-0.005459140914,-3.127572016462702
-0.005458804914,-0.24691358024691357
-0.005458468914,2.551440329218107
-0.005458132914,4.362139917695473
-0.005457796914,4.362139917695473
-0.005457460914,4.362139917695473
-0.005457124914,4.362139917695473
-0.0054567889139999996,0.9876543209876543
-0.0054564529139999995,-3.9506172839509164
-0.005456116914,-4.11522633744826
-0.005455780914,-4.197530864197381
-0.005455444914,-3.950617283950617
-0.005455108914,-3.8683127572016462
-0.005454772914,-1.8106995884773662
-0.005454436914,-0.0823045267489712
-0.005454100914,0.9053497942386831
-0.005453764914,1.2345679012345678
-0.0054534289139999996,0.9876543209876543
-0.0054530929139999995,0.9876543209872052
-0.005452756914,0.7407407407411899
-0.005452420914,0.4938271604942763
-0.005452084914,0.24691358024691357
-0.005451748914,0
-0.005451412914,-0.0823045267489712
-0.005451076914,-0.24691358024691357
-0.005450740914,-0.3292181069958848
-0.005450404914,-0.3292181069958848
-0.005450068914,-0.24691358024691357
-0.0054497329139999995,-0.1646090534979424
-0.005449396914,-0.1646090534979424
-0.005449060914,-0.08230452674912091
-0.005448724914,-0.0823045267489712
-0.005448388914,0
-0.005448052914,0
-0.005447716914,0
-0.005447380914,0
-0.005447044914,2.880658436213992
-0.005446708914,4.362139917695473
-0.0054463729139999995,4.362139917691881
-0.005446036914,2.3868312757237575
-0.005445700914,-0.4938271604885873
-0.005445364914,-1.1522633744855968
-0.005445028914,-0.49382716049382713
-0.005444692914,-3.1275720164609053
-0.005444356914,-4.11522633744856
-0.005444020914,-4.11522633744856
-0.005443684914,-4.11522633744856
-0.005443348914,-3.2098765432098766
-0.0054430129139999995,-0.3292181069936391
-0.005442676914,0.9053497942364372
-0.005442340914,0.5761316872433973
-0.005442004914,-0.0823045267489712
-0.005441668914,-0.24691358024691357
