#Digilent WaveForms Oscilloscope Acquisition
#Device Name: ADP5250-323F81C
#Serial Number: SN:323F81C
#Date Time: 2023-03-08 13:32:08.399.143.399
#Sample rate: 515464Hz
#Samples: 32768
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto
#Channel 1: Range: 2 V/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: Full Sample Mode: Average
#Channel 2: Range: 200 mV/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: Full

Time (s),Channel 1 (V),Channel 2 (V)
-0.031783993107,2.7983539094650207,0
-0.031782053107000004,2.880658436213992,0
-0.031780113107000005,-2.7160493827160495,0
-0.031778173107000006,2.2222222222132397,0
-0.031776233107,-1.3991769547290671,0
-0.031774293107,0.493827160493378,0
-0.031772353107,0.24691358024691357,0
-0.031770413107,-3.292181069958848,0
-0.031768473107000005,2.551440329218107,0
-0.031766533107000006,-0.823045267483574,0
-0.031764593107,1.0699588477382724,0
-0.031762653107,1.9753086419702184,0
-0.031760713107,-0.823045267489712,0
-0.031758773107,1.5637860082304527,0
-0.031756833107000004,-3.786008230452675,0
-0.031754893107000005,0.16460905349075627,0
-0.031752953107000007,0.9876543209861571,0
-0.031751013107,-3.9506172839398377,0
-0.031749073107,1.9753086419753085,0
-0.031747133107,0,0
-0.031745193107000004,0.0823045267489712,0
-0.031743253107000005,3.0452674897065446,0
-0.031741313107000006,-4.032921810686713,0
-0.031739373107,2.4691358024665906,0
-0.031737433107,1.0699588477366255,0
-0.031735493107,-2.05761316872428,0
-0.031733553107000004,2.139917695473251,0
-0.031731613107000005,-1.316872427983539,0
-0.031729673107000006,0.6584362139881763,0
-0.031727733107,-0.329218106999927,0
-0.031725793107,-2.551440329208226,0
-0.031723853107,2.880658436213992,0
-0.031721913107000003,-1.0699588477366255,0
-0.031719973107000005,1.8930041152263375,0
-0.031718033107000006,1.1522633744869442,0
-0.031716093107,-1.563786008222967,0
-0.031714153107,2.551440329207178,0
-0.031712213107,-3.45679012345679,0
-0.031710273107,-0.1646090534979424,0
-0.031708333107000004,1.728395061728395,0
-0.031706393107000005,-3.9506172839402867,0
-0.03170445310700001,3.0452674896992082,0
-0.031702513107,0.8230452674859692,0
-0.031700573107,-1.2345679012345678,0
-0.031698633107,4.362139917695473,0
-0.031696693107000004,-4.032921810699588,0
-0.031694753107000005,2.0576131687132015,0.00823045267488215
-0.031692813107000006,1.4814814814825294,1.4970663597679845e-14
-0.031690873107,-3.7860082304415963,0
-0.031688933107,2.3045267489711936,0
-0.031686993107,-0.1646090534979424,0
-0.031685053107000004,-0.823045267489712,0
-0.031683113107000005,0.7407407407407407,0
-0.031681173107000006,-3.045267489705047,0
-0.031679233107,1.1522633744846986,0
-0.031677293107,0.6584362139929673,0
-0.031675353107,1.316872427983539,0
-0.031673413107000004,-0.0823045267489712,0
-0.031671473107000005,0,0
-0.031669533107000006,1.8106995884740726,0
-0.031667593107,-4.032921810690306,0
-0.031665653107,1.069958847735877,0
-0.031663713107,0.6584362139917695,0
-0.031661773107,-4.032921810699588,0
-0.031659833107000004,3.6213991769547325,0
-0.031657893107000006,-0.9876543209792712,0
-0.03165595310700001,-1.7965628984484283e-12,0
-0.031654013107,4.115226337434187,0
-0.031652073107,-3.786008230452675,0
-0.031650133107,2.4691358024691357,0
-0.031648193107000004,2.3868312757201644,0
-0.031646253107000005,-3.868312757190268,0
-0.031644313107000006,2.3045267489599657,0
-0.031642373107,-0.658436213992069,0
-0.031640433107,-0.823045267489712,0
-0.031638493107,0.823045267489712,0
-0.031636553107000004,-3.45679012345679,0
-0.031634613107000005,0.9876543209795705,0
-0.031632673107000006,0.32921810699708254,0
-0.031630733107,0.7407407407399922,0
-0.031628793107,0.32921810699543563,0
-0.031626853107,0.0823045267489712,0
-0.031624913107000004,1.1522633744855968,0
-0.031622973107000005,-3.7037037037037037,0
-0.031621033107000006,0.7407407407326567,0
-0.031619093107,0.16460905349060653,0
-0.031617153107,-3.8683127571890705,0
-0.031615213107,3.045267489711934,0
-0.031613273107,-0.9053497942386831,0
-0.031611333107000004,0.411522633744856,0
-0.031609393107000006,3.3744855967024296,0
-0.031607453107,-4.362139917682299,0
-0.031605513107,2.880658436210848,0
-0.031603573107,1.1522633744855968,0
-0.031601633107,-3.374485596707819,0
-0.031599693107000004,2.7983539094650207,0
-0.031597753107000005,-1.6460905349713397,0
-0.031595813107000006,0.5761316872387563,0
-0.031593873107,0.9876543209783721,0
-0.031591933107,-4.11522633744856,0
-0.031589993107,2.7983539094650207,0
-0.031588053107000004,0.0823045267489712,0
-0.031586113107000005,1.069958847734829,0
-0.031584173107000006,1.31687242798309,0
-0.031582233107,-1.1522633744800574,0
-0.031580293107,1.8930041152263375,0
-0.031578353107,-3.292181069958848,0
-0.031576413107000004,-0.1646090534979424,0
-0.031574473107000005,1.316872427983539,0
-0.031572533107000006,-3.2098765432016423,0
-0.031570593107,2.304526748966852,0
-0.031568653107,-0.08230452674837235,0
-0.031566713107,0.24691358024691357,0
-0.031564773107,2.7160493827160495,0
-0.031562833107000005,-3.950617283950617,0
-0.031560893107000006,2.3868312757086363,0
-0.031558953107,0.6584362139850326,0
-0.031557013107,-3.0452674897023524,0
-0.031555073107,2.2222222222222223,0
-0.031553133107,-1.1522633744855968,0
-0.031551193107000004,0.5761316872427984,0
-0.031549253107000005,0.4115226337451554,0
-0.031547313107000007,-2.5514403292127175,0
-0.031545373107,2.304526748967002,0
-0.031543433107,0,0
-0.031541493107,1.5637860082304527,0
-0.031539553107000004,0.9053497942386831,0
-0.031537613107000005,-1.3168724279794972,0
-0.031535673107000006,2.304526748964607,0
-0.031533733107,-3.9506172839431315,0
-0.031531793107,0.1646090534979424,0
-0.031529853107,1.728395061728395,0
-0.031527913107000004,-4.032921810699588,0
-0.031525973107000005,3.1275720164609053,0
-0.031524033107000006,0.32921810700097476,0
-0.031522093107,-1.4814814814707022,0
-0.031520153107,4.444444444428875,0
-0.031518213107,-4.11522633744856,0
-0.031516273107000004,1.2345679012345678,0
-0.031514333107000005,2.05761316872428,0
-0.031512393107000006,-3.7037037036932237,0
-0.031510453107,1.7283950617254007,0
-0.031508513107,0.08230452674792321,0
-0.031506573107,-0.49382716049382713,0
-0.031504633107,1.1522633744855968,0
-0.031502693107000004,-3.45679012345679,0
-0.031500753107000005,1.0699588477283908,0
-0.03149881310700001,1.5637860082295543,0
-0.031496873107,0.6584362139907216,0
-0.031494933107,0.0823045267489712,0
-0.031492993107,-0.7407407407407407,0
-0.031491053107000004,1.646090534979424,0
-0.031489113107000005,-4.115226337438079,0
-0.031487173107000006,0.9876543209783719,0
-0.031485233107,1.0699588477271937,0
-0.031483293107,-4.11522633744856,0
-0.031481353107,3.786008230452675,0
-0.031479413107000004,-0.7407407407407407,0
-0.031477473107000005,-0.6584362139917695,0
-0.031475533107000006,4.279835390937519,0
-0.031473593107,-4.115226337436433,0
-0.031471653107,2.55144032921661,0
-0.031469713107,1.728395061728395,0
-0.031467773107000004,-4.032921810699588,0
-0.031465833107000005,3.045267489711934,0
-0.031463893107000006,-0.4938271604873896,0
-0.031461953107,-1.4814814814754929,0
-0.031460013107,1.8106995884673356,0
-0.031458073107,-3.7037037037037037,0
-0.031456133107,0.9876543209876543,0
-0.031454193107000004,1.728395061728395,0
-0.031452253107000006,-0.08230452674567768,0
-0.03145031310700001,-0.0823045267489712,0
-0.031448373107,0.08230452675151628,0
-0.031446433107,1.4814814814814814,0
-0.031444493107,-4.032921810699588,0
-0.031442553107000004,0.6584362139917695,0
-0.031440613107000005,0.8230452674894125,0
-0.031438673107000006,-3.9506172839419342,0
-0.031436733107,3.539094650197527,0
-0.031434793107,-0.9876543209876543,0
-0.031432853107,-0.411522633744856,0
-0.031430913107000004,4.11522633744856,0
-0.031428973107000005,-4.1152263374335885,0
-0.031427033107000006,2.7160493827036234,0
-0.031425093107,0.9876543209788213,0
-0.031423153107,-3.86831275718922,0
-0.031421213107,2.962962962962963,0
-0.031419273107000004,-1.0699588477366255,0
-0.031417333107000005,0.0823045267489712,0
-0.031415393107000006,2.1399176954695083,0
-0.031413453107,-3.9506172839389397,0
-0.031411513107,2.4691358024677883,0
-0.031409573107,1.728395061728395,0
-0.031407633107,-0.411522633744856,0
-0.031405693107000004,1.5637860082304527,0
-0.031403753107000006,-0.49382716049008435,0
-0.031401813107,0.49382716048738956,0
-0.031399873107,-3.0452674897066943,0
-0.031397933107,-0.1646090534979424,0
-0.031395993107,0.411522633744856,0
-0.031394053107000004,-3.45679012345679,0
-0.031392113107000005,3.20987654319775,0
-0.031390173107000006,-0.08230452674298272,0
-0.031388233107,0.16460905350318228,1.497110620202351e-14
-0.031386293107,3.045267489711934,0.00823045267489712
-0.031384353107,-3.950617283950617,0
-0.031382413107000004,2.962962962962963,0
-0.031380473107000005,0.24691358025185428,0
-0.031378533107000006,-3.2921810699524103,0
-0.031376593107,2.469135802462249,0
-0.031374653107,-1.316872427983539,0
-0.031372713107,0.9053497942386831,0
-0.031370773107000004,1.728395061728395,0
-0.031368833107000005,-3.8683127572016462,0
-0.031366893107000006,2.633744855955251,0
-0.031364953107,1.4814814814781878,0
-0.031363013107,-0.32921810699184256,0
-0.031361073107,1.8930041152263375,0
-0.031359133107,-0.9053497942386831,0
-0.031357193107000005,0.9876543209876543,0
-0.031355253107000006,-3.0452674897045986,0
-0.031353313107,-0.9876543209825641,0
-0.031351373107,1.8106995884670363,0
-0.031349433107,-3.8683127572016462,0
-0.031347493107,2.880658436213992,0
