bit, value, max detected freq, mag
110,0,53669.724770642206,34003.19248425293
111,0,53899.082568807346,36434.34755501388
112,0,53899.082568807346,30659.779894047144
113,0,53899.082568807346,29562.143806332846
114,0,53669.724770642206,35839.547709730134
115,0,53669.724770642206,35684.40024308105
116,0,53669.724770642206,25363.867411476604
117,0,53899.082568807346,32049.127269656812
118,0,53899.082568807346,27966.851326949913
119,0,54128.44036697248,33776.0730459441
120,0,53899.082568807346,24311.05589187673
121,0,53899.082568807346,29699.964835793613
122,0,54128.44036697248,23404.07347950921
123,0,53899.082568807346,31623.096463492515
124,0,53669.724770642206,31547.939074704682
125,0,53669.724770642206,31722.269730291206
126,0,54128.44036697248,29429.903876837165
127,0,53899.082568807346,29386.54918693455
128,0,53669.724770642206,32285.557336591133
129,0,54128.44036697248,28594.266695394315
130,0,53899.082568807346,25228.607119183154
131,0,53669.724770642206,35569.11524163972
132,0,53669.724770642206,32173.857098133216
133,0,53899.082568807346,28543.262143608572
134,0,53899.082568807346,26279.181775757846
135,0,53899.082568807346,29782.485143679613
136,0,54128.44036697248,20849.265832774643
137,1,75917.43119266056,75352.80638167312
138,1,76146.78899082569,55424.180288991876
139,1,76376.14678899082,37712.2325311777
140,1,75917.43119266056,72084.98445449988
141,1,75917.43119266056,70697.91945355482
142,1,75917.43119266056,66315.54765837212
143,1,76146.78899082569,45439.00181273153
144,1,76146.78899082569,58227.21267487903
145,1,76376.14678899082,55850.86866976367
146,1,76146.78899082569,67211.71034608771
147,1,76146.78899082569,64019.49742379692
148,1,75917.43119266056,67935.46258268552
149,1,76146.78899082569,47077.656423034496
150,1,76376.14678899082,41556.08718877333
151,1,75917.43119266056,61875.07271952114
152,1,75917.43119266056,62834.781971398086
153,1,75917.43119266056,58281.78168394168
154,1,76146.78899082569,66283.63820975485
155,1,76146.78899082569,52833.549290434814
156,1,76146.78899082569,63179.52241308701
157,1,76146.78899082569,33610.19143774189
158,1,76376.14678899082,40129.80108681881
159,1,76146.78899082569,31383.264000569
160,1,75917.43119266056,66244.08538738119
161,1,76146.78899082569,66511.82035712582
162,1,76146.78899082569,58594.78799787738
163,1,76376.14678899082,38255.198431271965
164,1,76146.78899082569,53720.15890956513
165,1,75917.43119266056,59938.590733147554
166,1,75917.43119266056,84290.68462584443
167,1,76146.78899082569,46523.46842060312
168,1,76146.78899082569,54317.42549627631
169,1,76146.78899082569,49123.59736101941
170,1,76146.78899082569,34089.355672671096
171,1,76146.78899082569,54634.90077542772
172,1,76146.78899082569,58574.95790849485
173,1,76146.78899082569,54085.55337378198
174,1,75917.43119266056,70949.85603538639
175,1,76146.78899082569,55524.22478757149
176,1,75917.43119266056,51165.81602550506
177,1,76146.78899082569,56316.72139507831
178,1,76146.78899082569,32316.131280973794
179,1,75917.43119266056,79774.84423820331
180,1,76146.78899082569,61980.078601471134
181,1,76146.78899082569,45049.03968813695
182,1,75917.43119266056,55620.992581415485
183,1,76146.78899082569,49532.2716966337
184,1,76146.78899082569,58125.57640331324
185,1,76146.78899082569,50664.25538759163
186,1,75917.43119266056,70510.83395361374
187,1,75917.43119266056,71581.4013598508
188,1,76146.78899082569,31528.68570090658
189,1,75917.43119266056,52700.72669025278
190,1,76146.78899082569,70024.9392326088
191,1,75917.43119266056,68725.67857934312
192,1,76146.78899082569,52292.758170996494
193,1,76146.78899082569,54803.5015138389
194,1,75917.43119266056,61247.60102428206
195,1,76146.78899082569,54589.726724176704
196,1,76146.78899082569,60857.60371637701
197,1,76146.78899082569,56806.43988959633
198,1,76376.14678899082,53178.61102931282
199,1,76146.78899082569,54697.31741265045
200,1,76146.78899082569,36991.50785252868
201,1,76376.14678899082,35637.18753672564
202,1,75917.43119266056,63844.99711974226
203,1,75917.43119266056,67888.52210629491
204,1,75917.43119266056,83188.6181185648
205,1,76146.78899082569,32007.77504764175
206,1,76146.78899082569,56520.977985206744
207,1,76376.14678899082,41214.9358515102
208,1,76146.78899082569,58469.86578694687
209,1,76146.78899082569,60827.32232658261
210,1,75917.43119266056,51427.619848284856
211,1,76146.78899082569,37364.69535686904
212,1,75917.43119266056,72945.20168273416
213,1,75917.43119266056,72086.84813501169
214,1,76146.78899082569,47608.46369446757
215,1,76146.78899082569,50950.07041856244
216,1,75917.43119266056,74043.59426106485
217,1,76376.14678899082,57370.74594541031
218,1,75917.43119266056,67627.25385982868
219,1,76146.78899082569,61005.21245433953
220,1,76376.14678899082,52319.96760315003
221,1,76146.78899082569,72335.13098085937
222,1,76146.78899082569,67114.96922683055
223,1,76376.14678899082,57103.75144116828
224,1,75917.43119266056,62201.85625525979
225,1,75917.43119266056,72120.83693520288
226,1,76376.14678899082,53658.446339676826
227,1,75917.43119266056,62676.495267370476
228,1,76376.14678899082,56343.73952932193
229,1,76376.14678899082,52257.354428308914
230,1,75917.43119266056,65132.957697924496
231,1,76146.78899082569,66718.63667312398
232,1,76146.78899082569,61019.96096704871
233,1,76146.78899082569,54076.69342863905
234,1,76146.78899082569,62932.621675591756
235,1,76146.78899082569,48625.411583255904
236,1,76146.78899082569,56186.37498251788
237,1,76146.78899082569,67424.93947949805
238,1,76376.14678899082,59387.09807003703
239,1,76376.14678899082,26726.70514033307
240,1,76146.78899082569,51579.62801550701
241,1,76146.78899082569,51393.23616133815
242,1,76146.78899082569,27829.37843418107
243,1,76376.14678899082,57223.10970152711
244,1,76146.78899082569,33488.117657437426
245,1,75917.43119266056,56876.11570888734
246,1,76146.78899082569,47840.95775938743
247,1,76376.14678899082,50192.587166146055
248,1,76146.78899082569,55436.7805311073
249,1,75917.43119266056,71277.85327774315
250,1,75917.43119266056,55889.11871272127
251,1,75917.43119266056,66545.85948889563
252,1,76146.78899082569,56501.2286504363
253,1,76146.78899082569,46150.45134684413
254,1,75917.43119266056,59444.2114984714
255,1,76146.78899082569,61096.970757717834
256,1,76146.78899082569,28057.566960737957
Recorded Data
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
